CODMUN6,CODMUN7,MUNI,UF
260820,2608206,Joaquim Nabuco,PE
260825,2608255,Jucati,PE
260830,2608305,Jupi,PE
260840,2608404,Jurema,PE
260845,2608453,Lagoa do Carro,PE
260850,2608503,Lagoa de Itaenga,PE
260860,2608602,Lagoa do Ouro,PE
260870,2608701,Lagoa dos Gatos,PE
260875,2608750,Lagoa Grande,PE
260880,2608800,Lajedo,PE
260890,2608909,Limoeiro,PE
260900,2609006,Macaparana,PE
260910,2609105,Machados,PE
260915,2609154,Manari,PE
260920,2609204,Maraial,PE
260930,2609303,Mirandiba,PE
260940,2609402,Moreno,PE
260950,2609501,Nazaré da Mata,PE
260960,2609600,Olinda,PE
260970,2609709,Orobó,PE
260980,2609808,Orocó,PE
260990,2609907,Ouricuri,PE
261000,2610004,Palmares,PE
261010,2610103,Palmeirina,PE
261020,2610202,Panelas,PE
261030,2610301,Paranatama,PE
261040,2610400,Parnamirim,PE
261050,2610509,Passira,PE
261060,2610608,Paudalho,PE
261070,2610707,Paulista,PE
261080,2610806,Pedra,PE
261090,2610905,Pesqueira,PE
261100,2611002,Petrolândia,PE
261110,2611101,Petrolina,PE
261120,2611200,Poção,PE
261130,2611309,Pombos,PE
261140,2611408,Primavera,PE
261150,2611507,Quipapá,PE
261153,2611533,Quixaba,PE
261160,2611606,Recife,PE
261170,2611705,Riacho das Almas,PE
261180,2611804,Ribeirão,PE
261190,2611903,Rio Formoso,PE
261200,2612000,Sairé,PE
261210,2612109,Salgadinho,PE
261220,2612208,Salgueiro,PE
261230,2612307,Saloá,PE
261240,2612406,Sanharó,PE
261245,2612455,Santa Cruz,PE
261247,2612471,Santa Cruz da Baixa Verde,PE
261250,2612505,Santa Cruz do Capibaribe,PE
261255,2612554,Santa Filomena,PE
261260,2612604,Santa Maria da Boa Vista,PE
261270,2612703,Santa Maria do Cambucá,PE
261280,2612802,Santa Terezinha,PE
261290,2612901,São Benedito do Sul,PE
261300,2613008,São Bento do Una,PE
261310,2613107,São Caitano,PE
261320,2613206,São João,PE
261330,2613305,São Joaquim do Monte,PE
261340,2613404,São José da Coroa Grande,PE
261350,2613503,São José do Belmonte,PE
261360,2613602,São José do Egito,PE
261370,2613701,São Lourenço da Mata,PE
261380,2613800,São Vicente Ferrer,PE
261390,2613909,Serra Talhada,PE
261400,2614006,Serrita,PE
261410,2614105,Sertânia,PE
261420,2614204,Sirinhaém,PE
261430,2614303,Moreilândia,PE
261440,2614402,Solidão,PE
261450,2614501,Surubim,PE
261460,2614600,Tabira,PE
261470,2614709,Tacaimbó,PE
261480,2614808,Tacaratu,PE
261485,2614857,Tamandaré,PE
261500,2615003,Taquaritinga do Norte,PE
261510,2615102,Terezinha,PE
261520,2615201,Terra Nova,PE
261530,2615300,Timbaúba,PE
261540,2615409,Toritama,PE
261550,2615508,Tracunhaém,PE
261560,2615607,Trindade,PE
261570,2615706,Triunfo,PE
261580,2615805,Tupanatinga,PE
261590,2615904,Tuparetama,PE
261600,2616001,Venturosa,PE
261610,2616100,Verdejante,PE
261618,2616183,Vertente do Lério,PE
261620,2616209,Vertentes,PE
261630,2616308,Vicência,PE
261640,2616407,Vitória de Santo Antão,PE
261650,2616506,Xexéu,PE
270010,2700102,Água Branca,AL
270020,2700201,Anadia,AL
270030,2700300,Arapiraca,AL
270040,2700409,Atalaia,AL
270050,2700508,Barra de Santo Antônio,AL
270060,2700607,Barra de São Miguel,AL
270070,2700706,Batalha,AL
270080,2700805,Belém,AL
270090,2700904,Belo Monte,AL
270100,2701001,Boca da Mata,AL
270110,2701100,Branquinha,AL
270120,2701209,Cacimbinhas,AL
270130,2701308,Cajueiro,AL
270135,2701357,Campestre,AL
270140,2701407,Campo Alegre,AL
270150,2701506,Campo Grande,AL
270160,2701605,Canapi,AL
270170,2701704,Capela,AL
270180,2701803,Carneiros,AL
270190,2701902,Chã Preta,AL
270200,2702009,Coité do Nóia,AL
270210,2702108,Colônia Leopoldina,AL
270220,2702207,Coqueiro Seco,AL
270230,2702306,Coruripe,AL
270235,2702355,Craíbas,AL
270240,2702405,Delmiro Gouveia,AL
270250,2702504,Dois Riachos,AL
270255,2702553,Estrela de Alagoas,AL
270260,2702603,Feira Grande,AL
270270,2702702,Feliz Deserto,AL
270280,2702801,Flexeiras,AL
270290,2702900,Girau do Ponciano,AL
270300,2703007,Ibateguara,AL
270310,2703106,Igaci,AL
270320,2703205,Igreja Nova,AL
270330,2703304,Inhapi,AL
270340,2703403,Jacaré dos Homens,AL
270350,2703502,Jacuípe,AL
270360,2703601,Japaratinga,AL
270370,2703700,Jaramataia,AL
270375,2703759,Jequiá da Praia,AL
270380,2703809,Joaquim Gomes,AL
270390,2703908,Jundiá,AL
270400,2704005,Junqueiro,AL
270410,2704104,Lagoa da Canoa,AL
270420,2704203,Limoeiro de Anadia,AL
270430,2704302,Maceió,AL
270440,2704401,Major Isidoro,AL
270450,2704500,Maragogi,AL
270460,2704609,Maravilha,AL
270470,2704708,Marechal Deodoro,AL
270480,2704807,Maribondo,AL
270490,2704906,Mar Vermelho,AL
270500,2705002,Mata Grande,AL
270510,2705101,Matriz de Camaragibe,AL
270520,2705200,Messias,AL
270530,2705309,Minador do Negrão,AL
270540,2705408,Monteirópolis,AL
270550,2705507,Murici,AL
270560,2705606,Novo Lino,AL
270570,2705705,Olho d'Água das Flores,AL
270580,2705804,Olho d'Água do Casado,AL
270590,2705903,Olho d'Água Grande,AL
270600,2706000,Olivença,AL
270610,2706109,Ouro Branco,AL
270620,2706208,Palestina,AL
270630,2706307,Palmeira dos Índios,AL
270640,2706406,Pão de Açúcar,AL
270642,2706422,Pariconha,AL
270644,2706448,Paripueira,AL
270650,2706505,Passo de Camaragibe,AL
270660,2706604,Paulo Jacinto,AL
270670,2706703,Penedo,AL
270680,2706802,Piaçabuçu,AL
270690,2706901,Pilar,AL
270700,2707008,Pindoba,AL
270710,2707107,Piranhas,AL
270720,2707206,Poço das Trincheiras,AL
270730,2707305,Porto Calvo,AL
270740,2707404,Porto de Pedras,AL
270750,2707503,Porto Real do Colégio,AL
270760,2707602,Quebrangulo,AL
270770,2707701,Rio Largo,AL
270780,2707800,Roteiro,AL
270790,2707909,Santa Luzia do Norte,AL
270800,2708006,Santana do Ipanema,AL
270810,2708105,Santana do Mundaú,AL
270820,2708204,São Brás,AL
270830,2708303,São José da Laje,AL
270840,2708402,São José da Tapera,AL
270850,2708501,São Luís do Quitunde,AL
270860,2708600,São Miguel dos Campos,AL
270870,2708709,São Miguel dos Milagres,AL
270880,2708808,São Sebastião,AL
270890,2708907,Satuba,AL
270895,2708956,Senador Rui Palmeira,AL
270900,2709004,Tanque d'Arca,AL
270910,2709103,Taquarana,AL
270915,2709152,Teotônio Vilela,AL
270920,2709202,Traipu,AL
270930,2709301,União dos Palmares,AL
270940,2709400,Viçosa,AL
280010,2800100,Amparo de São Francisco,SE
280020,2800209,Aquidabã,SE
280030,2800308,Aracaju,SE
280040,2800407,Arauá,SE
280050,2800506,Areia Branca,SE
280060,2800605,Barra dos Coqueiros,SE
280067,2800670,Boquim,SE
280070,2800704,Brejo Grande,SE
280100,2801009,Campo do Brito,SE
280110,2801108,Canhoba,SE
280120,2801207,Canindé de São Francisco,SE
280130,2801306,Capela,SE
280140,2801405,Carira,SE
280150,2801504,Carmópolis,SE
280160,2801603,Cedro de São João,SE
280170,2801702,Cristinápolis,SE
280190,2801900,Cumbe,SE
280200,2802007,Divina Pastora,SE
280210,2802106,Estância,SE
280220,2802205,Feira Nova,SE
280230,2802304,Frei Paulo,SE
280240,2802403,Gararu,SE
280250,2802502,General Maynard,SE
280260,2802601,Gracho Cardoso,SE
280270,2802700,Ilha das Flores,SE
280280,2802809,Indiaroba,SE
280290,2802908,Itabaiana,SE
280300,2803005,Itabaianinha,SE
280310,2803104,Itabi,SE
280320,2803203,Itaporanga d'Ajuda,SE
280330,2803302,Japaratuba,SE
280340,2803401,Japoatã,SE
280350,2803500,Lagarto,SE
280360,2803609,Laranjeiras,SE
280370,2803708,Macambira,SE
280380,2803807,Malhada dos Bois,SE
280390,2803906,Malhador,SE
280400,2804003,Maruim,SE
280410,2804102,Moita Bonita,SE
280420,2804201,Monte Alegre de Sergipe,SE
280430,2804300,Muribeca,SE
280440,2804409,Neópolis,SE
280445,2804458,Nossa Senhora Aparecida,SE
280450,2804508,Nossa Senhora da Glória,SE
280460,2804607,Nossa Senhora das Dores,SE
280470,2804706,Nossa Senhora de Lourdes,SE
280480,2804805,Nossa Senhora do Socorro,SE
280490,2804904,Pacatuba,SE
280500,2805000,Pedra Mole,SE
280510,2805109,Pedrinhas,SE
280520,2805208,Pinhão,SE
280530,2805307,Pirambu,SE
280540,2805406,Poço Redondo,SE
280550,2805505,Poço Verde,SE
280560,2805604,Porto da Folha,SE
280570,2805703,Propriá,SE
280580,2805802,Riachão do Dantas,SE
280590,2805901,Riachuelo,SE
280600,2806008,Ribeirópolis,SE
280610,2806107,Rosário do Catete,SE
280620,2806206,Salgado,SE
280630,2806305,Santa Luzia do Itanhy,SE
280640,2806404,Santana do São Francisco,SE
280650,2806503,Santa Rosa de Lima,SE
280660,2806602,Santo Amaro das Brotas,SE
280670,2806701,São Cristóvão,SE
280680,2806800,São Domingos,SE
280690,2806909,São Francisco,SE
280700,2807006,São Miguel do Aleixo,SE
280710,2807105,Simão Dias,SE
280720,2807204,Siriri,SE
280730,2807303,Telha,SE
280740,2807402,Tobias Barreto,SE
280750,2807501,Tomar do Geru,SE
280760,2807600,Umbaúba,SE
290010,2900108,Abaíra,BA
290020,2900207,Abaré,BA
290030,2900306,Acajutiba,BA
290035,2900355,Adustina,BA
290040,2900405,Água Fria,BA
290050,2900504,Érico Cardoso,BA
290060,2900603,Aiquara,BA
290070,2900702,Alagoinhas,BA
290080,2900801,Alcobaça,BA
290090,2900900,Almadina,BA
290100,2901007,Amargosa,BA
290110,2901106,Amélia Rodrigues,BA
290115,2901155,América Dourada,BA
290120,2901205,Anagé,BA
290130,2901304,Andaraí,BA
290135,2901353,Andorinha,BA
290140,2901403,Angical,BA
290150,2901502,Anguera,BA
290160,2901601,Antas,BA
290170,2901700,Antônio Cardoso,BA
290180,2901809,Antônio Gonçalves,BA
290190,2901908,Aporá,BA
290195,2901957,Apuarema,BA
290200,2902005,Aracatu,BA
290205,2902054,Araças,BA
290210,2902104,Araci,BA
290220,2902203,Aramari,BA
290225,2902252,Arataca,BA
290230,2902302,Aratuípe,BA
290240,2902401,Aurelino Leal,BA
290250,2902500,Baianópolis,BA
290260,2902609,Baixa Grande,BA
290265,2902658,Banzaê,BA
290270,2902708,Barra,BA
290280,2902807,Barra da Estiva,BA
290290,2902906,Barra do Choça,BA
290300,2903003,Barra do Mendes,BA
290310,2903102,Barra do Rocha,BA
290320,2903201,Barreiras,BA
290323,2903235,Barro Alto,BA
290327,2903276,Barrocas,BA
290330,2903300,Barro Preto,BA
290340,2903409,Belmonte,BA
290350,2903508,Belo Campo,BA
290360,2903607,Biritinga,BA
290370,2903706,Boa Nova,BA
290380,2903805,Boa Vista do Tupim,BA
290390,2903904,Bom Jesus da Lapa,BA
290395,2903953,Bom Jesus da Serra,BA
290400,2904001,Boninal,BA
290405,2904050,Bonito,BA
290410,2904100,Boquira,BA
290420,2904209,Botuporã,BA
290430,2904308,Brejões,BA
290440,2904407,Brejolândia,BA
290450,2904506,Brotas de Macaúbas,BA
290460,2904605,Brumado,BA
290470,2904704,Buerarema,BA
290475,2904753,Buritirama,BA
290480,2904803,Caatiba,BA
290485,2904852,Cabaceiras do Paraguaçu,BA
290490,2904902,Cachoeira,BA
290500,2905008,Caculé,BA
290510,2905107,Caém,BA
290515,2905156,Caetanos,BA
290520,2905206,Caetité,BA
290530,2905305,Cafarnaum,BA
290540,2905404,Cairu,BA
290550,2905503,Caldeirão Grande,BA
290560,2905602,Camacan,BA
290570,2905701,Camaçari,BA
290580,2905800,Camamu,BA
290590,2905909,Campo Alegre de Lourdes,BA
290600,2906006,Campo Formoso,BA
290610,2906105,Canápolis,BA
290620,2906204,Canarana,BA
290630,2906303,Canavieiras,BA
290640,2906402,Candeal,BA
290650,2906501,Candeias,BA
290660,2906600,Candiba,BA
290670,2906709,Cândido Sales,BA
290680,2906808,Cansanção,BA
290682,2906824,Canudos,BA
290685,2906857,Capela do Alto Alegre,BA
290687,2906873,Capim Grosso,BA
290689,2906899,Caraíbas,BA
290690,2906907,Caravelas,BA
290700,2907004,Cardeal da Silva,BA
290710,2907103,Carinhanha,BA
290720,2907202,Casa Nova,BA
290730,2907301,Castro Alves,BA
290740,2907400,Catolândia,BA
290750,2907509,Catu,BA
290755,2907558,Caturama,BA
290760,2907608,Central,BA
290770,2907707,Chorrochó,BA
290780,2907806,Cícero Dantas,BA
290790,2907905,Cipó,BA
290800,2908002,Coaraci,BA
290810,2908101,Cocos,BA
290820,2908200,Conceição da Feira,BA
290830,2908309,Conceição do Almeida,BA
290840,2908408,Conceição do Coité,BA
290850,2908507,Conceição do Jacuípe,BA
290860,2908606,Conde,BA
290870,2908705,Condeúba,BA
290880,2908804,Contendas do Sincorá,BA
290890,2908903,Coração de Maria,BA
290900,2909000,Cordeiros,BA
290910,2909109,Coribe,BA
290920,2909208,Coronel João Sá,BA
290930,2909307,Correntina,BA
290940,2909406,Cotegipe,BA
290950,2909505,Cravolândia,BA
290960,2909604,Crisópolis,BA
290970,2909703,Cristópolis,BA
290980,2909802,Cruz das Almas,BA
290990,2909901,Curaçá,BA
291000,2910008,Dário Meira,BA
291005,2910057,Dias d'Ávila,BA
291010,2910107,Dom Basílio,BA
291020,2910206,Dom Macedo Costa,BA
291030,2910305,Elísio Medrado,BA
291040,2910404,Encruzilhada,BA
291050,2910503,Entre Rios,BA
291060,2910602,Esplanada,BA
291070,2910701,Euclides da Cunha,BA
291072,2910727,Eunápolis,BA
291075,2910750,Fátima,BA
291077,2910776,Feira da Mata,BA
291080,2910800,Feira de Santana,BA
291085,2910859,Filadélfia,BA
291090,2910909,Firmino Alves,BA
291100,2911006,Floresta Azul,BA
291110,2911105,Formosa do Rio Preto,BA
291120,2911204,Gandu,BA
291125,2911253,Gavião,BA
291130,2911303,Gentio do Ouro,BA
291140,2911402,Glória,BA
291150,2911501,Gongogi,BA
291160,2911600,Governador Mangabeira,BA
291165,2911659,Guajeru,BA
291170,2911709,Guanambi,BA
291180,2911808,Guaratinga,BA
291185,2911857,Heliópolis,BA
291190,2911907,Iaçu,BA
291200,2912004,Ibiassucê,BA
291210,2912103,Ibicaraí,BA
291220,2912202,Ibicoara,BA
291230,2912301,Ibicuí,BA
291240,2912400,Ibipeba,BA
291250,2912509,Ibipitanga,BA
291260,2912608,Ibiquera,BA
291270,2912707,Ibirapitanga,BA
291280,2912806,Ibirapuã,BA
291290,2912905,Ibirataia,BA
291300,2913002,Ibitiara,BA
291310,2913101,Ibititá,BA
291320,2913200,Ibotirama,BA
291330,2913309,Ichu,BA
291340,2913408,Igaporã,BA
291345,2913457,Igrapiúna,BA
291350,2913507,Iguaí,BA
291360,2913606,Ilhéus,BA
291370,2913705,Inhambupe,BA
291380,2913804,Ipecaetá,BA
291390,2913903,Ipiaú,BA
291400,2914000,Ipirá,BA
291410,2914109,Ipupiara,BA
291420,2914208,Irajuba,BA
291430,2914307,Iramaia,BA
291440,2914406,Iraquara,BA
291450,2914505,Irará,BA
291460,2914604,Irecê,BA
291465,2914653,Itabela,BA
291470,2914703,Itaberaba,BA
291480,2914802,Itabuna,BA
291490,2914901,Itacaré,BA
291500,2915007,Itaeté,BA
291510,2915106,Itagi,BA
291520,2915205,Itagibá,BA
291530,2915304,Itagimirim,BA
291535,2915353,Itaguaçu da Bahia,BA
291540,2915403,Itaju do Colônia,BA
291550,2915502,Itajuípe,BA
291560,2915601,Itamaraju,BA
291570,2915700,Itamari,BA
291580,2915809,Itambé,BA
291590,2915908,Itanagra,BA
291600,2916005,Itanhém,BA
291610,2916104,Itaparica,BA
291620,2916203,Itapé,BA
291630,2916302,Itapebi,BA
291640,2916401,Itapetinga,BA
291650,2916500,Itapicuru,BA
291660,2916609,Itapitanga,BA
291670,2916708,Itaquara,BA
291680,2916807,Itarantim,BA
291685,2916856,Itatim,BA
291690,2916906,Itiruçu,BA
291700,2917003,Itiúba,BA
291710,2917102,Itororó,BA
291720,2917201,Ituaçu,BA
291730,2917300,Ituberá,BA
291733,2917334,Iuiú,BA
291735,2917359,Jaborandi,BA
291740,2917409,Jacaraci,BA
291750,2917508,Jacobina,BA
291760,2917607,Jaguaquara,BA
291770,2917706,Jaguarari,BA
291780,2917805,Jaguaripe,BA
291790,2917904,Jandaíra,BA
291800,2918001,Jequié,BA
291810,2918100,Jeremoabo,BA
291820,2918209,Jiquiriçá,BA
291830,2918308,Jitaúna,BA
291835,2918357,João Dourado,BA
291840,2918407,Juazeiro,BA
291845,2918456,Jucuruçu,BA
291850,2918506,Jussara,BA
291855,2918555,Jussari,BA
291860,2918605,Jussiape,BA
291870,2918704,Lafaiete Coutinho,BA
291875,2918753,Lagoa Real,BA
291880,2918803,Laje,BA
291890,2918902,Lajedão,BA
291900,2919009,Lajedinho,BA
291905,2919058,Lajedo do Tabocal,BA
291910,2919108,Lamarão,BA
291915,2919157,Lapão,BA
291920,2919207,Lauro de Freitas,BA
291930,2919306,Lençóis,BA
291940,2919405,Licínio de Almeida,BA
291950,2919504,Livramento de Nossa Senhora,BA
291955,2919553,Luís Eduardo Magalhães,BA
291960,2919603,Macajuba,BA
291970,2919702,Macarani,BA
291980,2919801,Macaúbas,BA
291990,2919900,Macururé,BA
291992,2919926,Madre de Deus,BA
291995,2919959,Maetinga,BA
292000,2920007,Maiquinique,BA
292010,2920106,Mairi,BA
292020,2920205,Malhada,BA
292030,2920304,Malhada de Pedras,BA
292040,2920403,Manoel Vitorino,BA
292045,2920452,Mansidão,BA
292050,2920502,Maracás,BA
292060,2920601,Maragogipe,BA
292070,2920700,Maraú,BA
292080,2920809,Marcionílio Souza,BA
292090,2920908,Mascote,BA
292100,2921005,Mata de São João,BA
292105,2921054,Matina,BA
292110,2921104,Medeiros Neto,BA
292120,2921203,Miguel Calmon,BA
292130,2921302,Milagres,BA
292140,2921401,Mirangaba,BA
292145,2921450,Mirante,BA
292150,2921500,Monte Santo,BA
292160,2921609,Morpará,BA
292170,2921708,Morro do Chapéu,BA
292180,2921807,Mortugaba,BA
292190,2921906,Mucugê,BA
292200,2922003,Mucuri,BA
292205,2922052,Mulungu do Morro,BA
292210,2922102,Mundo Novo,BA
292220,2922201,Muniz Ferreira,BA
292225,2922250,Muquém de São Francisco,BA
292230,2922300,Muritiba,BA
292240,2922409,Mutuípe,BA
292250,2922508,Nazaré,BA
292260,2922607,Nilo Peçanha,BA
292265,2922656,Nordestina,BA
292270,2922706,Nova Canaã,BA
292273,2922730,Nova Fátima,BA
292275,2922755,Nova Ibiá,BA
292280,2922805,Nova Itarana,BA
292285,2922854,Nova Redenção,BA
292290,2922904,Nova Soure,BA
292300,2923001,Nova Viçosa,BA
292303,2923035,Novo Horizonte,BA
292305,2923050,Novo Triunfo,BA
292310,2923100,Olindina,BA
292320,2923209,Oliveira dos Brejinhos,BA
292330,2923308,Ouriçangas,BA
292335,2923357,Ourolândia,BA
292340,2923407,Palmas de Monte Alto,BA
292350,2923506,Palmeiras,BA
292360,2923605,Paramirim,BA
292370,2923704,Paratinga,BA
292380,2923803,Paripiranga,BA
292390,2923902,Pau Brasil,BA
292400,2924009,Paulo Afonso,BA
292405,2924058,Pé de Serra,BA
292410,2924108,Pedrão,BA
292420,2924207,Pedro Alexandre,BA
292430,2924306,Piatã,BA
292440,2924405,Pilão Arcado,BA
292450,2924504,Pindaí,BA
292460,2924603,Pindobaçu,BA
292465,2924652,Pintadas,BA
292467,2924678,Piraí do Norte,BA
292470,2924702,Piripá,BA
292480,2924801,Piritiba,BA
292490,2924900,Planaltino,BA
292500,2925006,Planalto,BA
292510,2925105,Poções,BA
292520,2925204,Pojuca,BA
292525,2925253,Ponto Novo,BA
292530,2925303,Porto Seguro,BA
292540,2925402,Potiraguá,BA
292550,2925501,Prado,BA
292560,2925600,Presidente Dutra,BA
292570,2925709,Presidente Jânio Quadros,BA
292575,2925758,Presidente Tancredo Neves,BA
292580,2925808,Queimadas,BA
292590,2925907,Quijingue,BA
292593,2925931,Quixabeira,BA
292595,2925956,Rafael Jambeiro,BA
292600,2926004,Remanso,BA
292610,2926103,Retirolândia,BA
292620,2926202,Riachão das Neves,BA
292630,2926301,Riachão do Jacuípe,BA
292640,2926400,Riacho de Santana,BA
292650,2926509,Ribeira do Amparo,BA
292660,2926608,Ribeira do Pombal,BA
292665,2926657,Ribeirão do Largo,BA
292670,2926707,Rio de Contas,BA
292680,2926806,Rio do Antônio,BA
292690,2926905,Rio do Pires,BA
292700,2927002,Rio Real,BA
292710,2927101,Rodelas,BA
292720,2927200,Ruy Barbosa,BA
292730,2927309,Salinas da Margarida,BA
292740,2927408,Salvador,BA
292750,2927507,Santa Bárbara,BA
292760,2927606,Santa Brígida,BA
292770,2927705,Santa Cruz Cabrália,BA
292780,2927804,Santa Cruz da Vitória,BA
292790,2927903,Santa Inês,BA
292800,2928000,Santaluz,BA
292805,2928059,Santa Luzia,BA
292810,2928109,Santa Maria da Vitória,BA
292820,2928208,Santana,BA
292830,2928307,Santanópolis,BA
292840,2928406,Santa Rita de Cássia,BA
292850,2928505,Santa Teresinha,BA
292860,2928604,Santo Amaro,BA
292870,2928703,Santo Antônio de Jesus,BA
292880,2928802,Santo Estêvão,BA
292890,2928901,São Desidério,BA
292895,2928950,São Domingos,BA
292900,2929008,São Félix,BA
292905,2929057,São Félix do Coribe,BA
292910,2929107,São Felipe,BA
292920,2929206,São Francisco do Conde,BA
292925,2929255,São Gabriel,BA
292930,2929305,São Gonçalo dos Campos,BA
292935,2929354,São José da Vitória,BA
292937,2929370,São José do Jacuípe,BA
292940,2929404,São Miguel das Matas,BA
292950,2929503,São Sebastião do Passé,BA
292960,2929602,Sapeaçu,BA
292970,2929701,Sátiro Dias,BA
292975,2929750,Saubara,BA
292980,2929800,Saúde,BA
292990,2929909,Seabra,BA
293000,2930006,Sebastião Laranjeiras,BA
293010,2930105,Senhor do Bonfim,BA
293015,2930154,Serra do Ramalho,BA
293020,2930204,Sento Sé,BA
293030,2930303,Serra Dourada,BA
293040,2930402,Serra Preta,BA
293050,2930501,Serrinha,BA
293060,2930600,Serrolândia,BA
293070,2930709,Simões Filho,BA
293075,2930758,Sítio do Mato,BA
293076,2930766,Sítio do Quinto,BA
293077,2930774,Sobradinho,BA
293080,2930808,Souto Soares,BA
293090,2930907,Tabocas do Brejo Velho,BA
293100,2931004,Tanhaçu,BA
293105,2931053,Tanque Novo,BA
293110,2931103,Tanquinho,BA
293120,2931202,Taperoá,BA
293130,2931301,Tapiramutá,BA
293135,2931350,Teixeira de Freitas,BA
293140,2931400,Teodoro Sampaio,BA
293150,2931509,Teofilândia,BA
293160,2931608,Teolândia,BA
293170,2931707,Terra Nova,BA
293180,2931806,Tremedal,BA
293190,2931905,Tucano,BA
293200,2932002,Uauá,BA
293210,2932101,Ubaíra,BA
293220,2932200,Ubaitaba,BA
293230,2932309,Ubatã,BA
293240,2932408,Uibaí,BA
293245,2932457,Umburanas,BA
293250,2932507,Una,BA
293260,2932606,Urandi,BA
293270,2932705,Uruçuca,BA
293280,2932804,Utinga,BA
293290,2932903,Valença,BA
293300,2933000,Valente,BA
293305,2933059,Várzea da Roça,BA
293310,2933109,Várzea do Poço,BA
293315,2933158,Várzea Nova,BA
293317,2933174,Varzedo,BA
293320,2933208,Vera Cruz,BA
293325,2933257,Vereda,BA
293330,2933307,Vitória da Conquista,BA
293340,2933406,Wagner,BA
293345,2933455,Wanderley,BA
293350,2933505,Wenceslau Guimarães,BA
293360,2933604,Xique-Xique,BA
310010,3100104,Abadia dos Dourados,MG
310020,3100203,Abaeté,MG
310030,3100302,Abre Campo,MG
310040,3100401,Acaiaca,MG
310050,3100500,Açucena,MG
310060,3100609,Água Boa,MG
310070,3100708,Água Comprida,MG
310080,3100807,Aguanil,MG
310090,3100906,Águas Formosas,MG
310100,3101003,Águas Vermelhas,MG
310110,3101102,Aimorés,MG
310120,3101201,Aiuruoca,MG
310130,3101300,Alagoa,MG
310140,3101409,Albertina,MG
310150,3101508,Além Paraíba,MG
310160,3101607,Alfenas,MG
310163,3101631,Alfredo Vasconcelos,MG
310170,3101706,Almenara,MG
310180,3101805,Alpercata,MG
310190,3101904,Alpinópolis,MG
310200,3102001,Alterosa,MG
310205,3102050,Alto Caparaó,MG
310210,3102100,Alto Rio Doce,MG
310220,3102209,Alvarenga,MG
310230,3102308,Alvinópolis,MG
310240,3102407,Alvorada de Minas,MG
310250,3102506,Amparo do Serra,MG
310260,3102605,Andradas,MG
310270,3102704,Cachoeira de Pajeú,MG
310280,3102803,Andrelândia,MG
310285,3102852,Angelândia,MG
310290,3102902,Antônio Carlos,MG
310300,3103009,Antônio Dias,MG
310310,3103108,Antônio Prado de Minas,MG
310320,3103207,Araçaí,MG
310330,3103306,Aracitaba,MG
310340,3103405,Araçuaí,MG
310350,3103504,Araguari,MG
310360,3103603,Arantina,MG
310370,3103702,Araponga,MG
310375,3103751,Araporã,MG
310380,3103801,Arapuá,MG
310390,3103900,Araújos,MG
310400,3104007,Araxá,MG
310410,3104106,Arceburgo,MG
310420,3104205,Arcos,MG
310430,3104304,Areado,MG
310440,3104403,Argirita,MG
310445,3104452,Aricanduva,MG
310450,3104502,Arinos,MG
310460,3104601,Astolfo Dutra,MG
310470,3104700,Ataléia,MG
310480,3104809,Augusto de Lima,MG
310490,3104908,Baependi,MG
310500,3105004,Baldim,MG
310510,3105103,Bambuí,MG
310520,3105202,Bandeira,MG
310530,3105301,Bandeira do Sul,MG
310540,3105400,Barão de Cocais,MG
310550,3105509,Barão de Monte Alto,MG
310560,3105608,Barbacena,MG
310570,3105707,Barra Longa,MG
310590,3105905,Barroso,MG
310600,3106002,Bela Vista de Minas,MG
310610,3106101,Belmiro Braga,MG
310620,3106200,Belo Horizonte,MG
310630,3106309,Belo Oriente,MG
310640,3106408,Belo Vale,MG
310650,3106507,Berilo,MG
310660,3106606,Bertópolis,MG
310665,3106655,Berizal,MG
310670,3106705,Betim,MG
310680,3106804,Bias Fortes,MG
310690,3106903,Bicas,MG
310700,3107000,Biquinhas,MG
310710,3107109,Boa Esperança,MG
310720,3107208,Bocaina de Minas,MG
310730,3107307,Bocaiúva,MG
310740,3107406,Bom Despacho,MG
310750,3107505,Bom Jardim de Minas,MG
310760,3107604,Bom Jesus da Penha,MG
310770,3107703,Bom Jesus do Amparo,MG
310780,3107802,Bom Jesus do Galho,MG
310790,3107901,Bom Repouso,MG
310800,3108008,Bom Sucesso,MG
310810,3108107,Bonfim,MG
310820,3108206,Bonfinópolis de Minas,MG
310825,3108255,Bonito de Minas,MG
310830,3108305,Borda da Mata,MG
310840,3108404,Botelhos,MG
310850,3108503,Botumirim,MG
310855,3108552,Brasilândia de Minas,MG
310860,3108602,Brasília de Minas,MG
310870,3108701,Brás Pires,MG
310880,3108800,Braúnas,MG
310890,3108909,Brazópolis,MG
310900,3109006,Brumadinho,MG
310910,3109105,Bueno Brandão,MG
310920,3109204,Buenópolis,MG
310925,3109253,Bugre,MG
310930,3109303,Buritis,MG
310940,3109402,Buritizeiro,MG
310945,3109451,Cabeceira Grande,MG
310950,3109501,Cabo Verde,MG
310960,3109600,Cachoeira da Prata,MG
310970,3109709,Cachoeira de Minas,MG
310980,3109808,Cachoeira Dourada,MG
310990,3109907,Caetanópolis,MG
311000,3110004,Caeté,MG
311010,3110103,Caiana,MG
311020,3110202,Cajuri,MG
311030,3110301,Caldas,MG
311040,3110400,Camacho,MG
